u,v,common_neighbors,jaccard,adamic_adar,resource_allocation,preferential_attachment,label
53213,111600,43,0.08793456032719836,9.635008613959878,0.5249597415712846,32731,1
53213,9987,54,0.11587982832618025,12.709507053722122,0.8603109674662914,27199,1
53213,119007,35,0.07142857142857142,7.219500999646743,0.3158331302843984,29504,1
53213,35881,40,0.07233273056057866,8.960983220238939,0.5674881910095407,60852,1
53213,40181,44,0.09034907597535935,9.95939241933087,0.5579944165340653,32270,1
53213,13889,48,0.09580838323353294,10.822994813453555,0.6051319787380645,40568,1
53213,69110,30,0.06437768240343347,6.5694094314887685,0.3334145562349487,16135,1
53213,128814,22,0.04592901878914405,5.177353602793234,0.3890484730518788,18440,1
53213,110902,58,0.10357142857142858,12.269205613443729,0.5700691240596184,72377,1
53213,68603,43,0.07491289198606271,8.964916116564703,0.41404942241807496,71916,1
53213,47765,47,0.09853249475890985,10.543099721978493,0.5779144397884782,29043,1
53213,22174,17,0.03632478632478633,3.9983129960647905,0.3333779126063706,11064,1
53213,59040,26,0.05485232067510549,6.514341098429823,0.5871179546286897,17979,1
53213,90186,31,0.061630218687872766,6.883860460467833,0.38750147611493213,33653,1
53213,89091,48,0.09937888198757763,10.124863057973526,0.48016955717894955,32270,1
53213,130158,31,0.06638115631691649,6.781500902861398,0.3591563211275072,17057,1
53213,106685,14,0.027079303675048357,3.168031865165819,0.20368025681038274,32270,1
53213,44612,126,0.2028985507246377,28.9917539858096,1.8601804080938555,131846,1
53213,16115,33,0.07096774193548387,7.238684994829641,0.3881607315694842,17057,1
53213,117579,61,0.10608695652173913,13.287833586857216,0.6982399091937583,80675,1
53213,67374,55,0.10223048327137546,11.799568744023196,0.5758383587389776,60852,1
53213,121461,22,0.044989775051124746,4.867830341261401,0.2797599690623768,23050,1
53213,51588,18,0.038876889848812095,3.699371908422317,0.16496581975945007,9220,1
53213,42355,38,0.08207343412526998,8.850450152286534,0.6004052638926405,18440,1
53213,36907,134,0.22333333333333333,31.285714352758117,2.0721774873434313,125853,1
53213,65567,7,0.01511879049676026,2.675003272824181,0.5314814814814814,4149,1
53213,52231,11,0.023504273504273504,3.740671508704237,0.6127053657599935,8298,1
53213,123834,33,0.06666666666666667,6.967209703259889,0.32883297481810403,30887,1
53213,74570,22,0.03735144312393888,5.332764128852319,0.4372159804189642,69150,1
53213,73007,6,0.012958963282937365,2.032605035119674,0.34489755713159964,3688,1
53213,70130,28,0.058577405857740586,5.9432905421209945,0.3072498710798994,20745,1
53213,96002,31,0.06666666666666667,7.707938086720293,0.5864901681393418,16135,1
53213,102954,13,0.027426160337552744,3.164804063541427,0.25163987851857034,11986,1
53213,99374,45,0.09202453987730061,10.128072276487348,0.5617000059791918,33653,1
53213,81001,17,0.03512396694214876,3.823416042511072,0.2335365297596424,18440,1
53213,6345,37,0.07805907172995781,8.11379808558812,0.4355184260669912,23050,1
53213,71856,8,0.017278617710583154,3.1509480175477664,0.6537037037037037,4610,1
53213,14220,2,0.004329004329004329,0.5258641532263828,0.04464285714285714,1383,1
53213,55837,82,0.16367265469061876,18.51156634120803,1.0914874853446066,56242,1
53213,4239,37,0.06357388316151202,8.419351374136266,0.5435856864528215,72838,1
53213,94235,108,0.16539050535987748,24.07128241561048,1.396115490731845,138300,1
53213,11205,48,0.09230769230769231,9.699058845183577,0.3741175433946952,49327,1
53213,53829,10,0.021505376344086023,2.597045127035823,0.23907690683105243,6454,1
53213,63868,19,0.03917525773195876,4.214416148020187,0.23280945705291944,19823,1
53213,42341,17,0.03632478632478633,4.134519763753475,0.3131382177875775,11064,1
53213,111500,33,0.06846473029045644,7.273087818096034,0.3858839936381188,24894,1
53213,11318,72,0.14007782101167315,18.748324135955105,1.8187642504291541,57625,1
53213,87793,36,0.07171314741035857,9.152591711644185,0.7762381055269495,35497,1
53213,125007,11,0.023706896551724137,3.718672646836808,0.6023268553814829,6454,1
53213,916,43,0.09090909090909091,9.71189018208561,0.5419193133223412,25355,1
53213,2158,51,0.09902912621359224,10.707014650894553,0.4902306580918133,48405,1
53213,124713,40,0.0814663951120163,8.771188215932048,0.48359714334267945,32270,1
53213,87294,47,0.08834586466165413,10.447501461350312,0.5570798213772038,54398,1
53213,64784,6,0.012578616352201259,1.436070920585641,0.12058135578313188,10142,1
53213,86050,31,0.06567796610169492,6.766789803498162,0.353286044815314,19362,1
53213,13161,10,0.021141649048625793,2.110337397696496,0.09413666316742146,10142,1
53213,40270,58,0.11670020120724346,14.966755873186408,1.4516637697811283,43334,1
53213,77019,26,0.04779411764705882,5.6761808110580985,0.3266593412892782,50249,1
53213,10184,23,0.04831932773109244,4.955592943229346,0.2494115293459942,17518,1
53213,91178,14,0.02857142857142857,3.9138850540149805,0.45318637783626986,19823,1
53213,55886,38,0.07770961145194274,9.59391342967416,0.806814263115491,30426,1
53213,31802,48,0.10300429184549356,10.802795946673804,0.599311084986499,24433,1
53213,16123,37,0.07756813417190776,10.053752365211864,1.0603104476399954,24433,1
53213,6992,10,0.021052631578947368,2.5930561059563693,0.2535722444072543,11064,1
53213,123634,12,0.02575107296137339,3.0116765121604097,0.24850559976759334,7837,1
53213,19960,35,0.06903353057199212,7.738281292905909,0.41433346955136285,37341,1
53213,87667,14,0.029045643153526972,3.1062305818769484,0.17454778392021056,16135,1
53213,55602,28,0.04929577464788732,5.831889638981972,0.26146743450891097,62235,1
53213,51358,35,0.06294964028776978,7.237392360641299,0.3076604845278127,59930,1
53213,23626,50,0.09259259259259259,11.313093091271048,0.6432629644921198,59469,1
53213,113390,55,0.11853448275862069,12.748929214358718,0.8361050557667299,26738,1
53213,82347,35,0.07337526205450734,7.936072900927896,0.5060126480306021,23511,1
53213,69582,32,0.059813084112149535,6.87286273177923,0.3520810356624525,48866,1
53213,39258,31,0.06378600823045268,6.254814027429274,0.23823050545504926,25816,1
53213,60699,9,0.01939655172413793,2.2752584069101713,0.19319547782616592,5532,1
53213,32020,46,0.09563409563409564,10.252587031088732,0.5515870208488056,30426,1
53213,93504,121,0.1746031746031746,27.152671457639386,1.5788102204768417,162733,1
53213,42143,10,0.017699115044247787,2.5158393131970165,0.26818055614959135,52554,1
53213,50627,32,0.06625258799171843,7.137943123262013,0.40623999686990236,24894,1
53213,23986,105,0.16304347826086957,23.722334743397955,1.4674629298375885,132768,1
53213,2417,62,0.1167608286252354,13.415431672253769,0.700506551423304,60852,1
53213,42505,56,0.1206896551724138,12.838595454182418,0.811240284638617,27199,1
53213,118174,8,0.017278617710583154,1.712453056763824,0.09125138278097439,4610,1
53213,85481,35,0.07231404958677685,7.719119827185585,0.4093461941617887,26738,1
53213,103230,45,0.08875739644970414,9.45142100436881,0.42446574114658353,41951,1
53213,38155,59,0.10034013605442177,12.829474933917947,0.6918967106764434,85746,1
53213,6288,110,0.2277432712215321,26.720924613297026,2.086191612999118,60852,1
53213,5223,16,0.03375527426160337,4.044796467968388,0.36999484320669257,13369,1
53213,34340,17,0.036637931034482756,4.012217152769529,0.2879646859527253,9220,1
53213,21396,25,0.05112474437627812,6.0496877829891975,0.5337211132909583,24433,1
53213,104976,12,0.022944550669216062,2.7671198623550373,0.1922135177139355,34114,1
53213,62821,196,0.30914826498422715,47.64602916402185,3.802966583539765,170109,1
53213,116146,28,0.056910569105691054,6.065186276036176,0.3120975992563122,27199,1
53213,112060,10,0.02159827213822894,2.2485019839558125,0.13475768975456986,5532,1
53213,100958,61,0.11708253358925144,13.203588967112644,0.6707033772200325,55781,1
53213,67357,7,0.014256619144602852,1.4854974628206687,0.06722593543296568,17057,1
53213,69250,31,0.0649895178197065,6.197187466060805,0.23038182434032659,21667,1
53213,102118,13,0.02795698924731183,3.634025450995807,0.39892940346947375,7837,1
53213,74461,35,0.07014028056112225,8.054870595467774,0.5368549616250008,33653,1
53213,107534,12,0.02214022140221402,2.791900067229046,0.19020777737468367,42873,1
53213,33805,28,0.057494866529774126,6.043984811039054,0.3110127213014894,24894,1
53213,2736,21,0.03860294117647059,4.889150204265416,0.3463017191880051,47944,1
53213,4713,23,0.04781704781704782,5.1276565061547075,0.2862748604705513,19823,1
53213,89835,24,0.0507399577167019,7.211144320158739,1.0521785116985582,16596,1
53213,90427,44,0.0944206008583691,9.780928987668155,0.5217914560532406,22589,1
53213,36744,28,0.059957173447537475,6.128811563035278,0.326288092402279,15674,1
53213,49387,126,0.22826086956521738,29.55606215225415,2.010177466630505,100037,1
53213,8777,12,0.025806451612903226,2.9482309656369785,0.2469625906201811,7376,1
53213,47856,57,0.10363636363636364,13.229695376926413,0.8951344422264131,67306,1
53213,63570,14,0.028225806451612902,3.4421910178963504,0.3009705211324177,22589,1
53213,46847,60,0.10752688172043011,13.41723880479968,0.7804323813173566,72377,1
53213,14976,47,0.09215686274509804,10.602880896957728,0.590779528671988,44256,1
53213,23156,12,0.023032629558541268,2.773933880832319,0.1859483048545975,33192,1
53213,93101,18,0.03821656050955414,4.156222849541159,0.27053322203130636,12908,1
53213,20296,25,0.04716981132075472,5.275918999348284,0.26774629170789843,43334,1
53213,90794,34,0.05466237942122187,7.352227881195278,0.3874236088488171,89895,1
53213,112344,14,0.03017241379310345,3.8642383410504584,0.41191641645648674,7837,1
53213,109420,32,0.06722689075630252,8.047234494198522,0.6320234282459425,21667,1
53213,94348,28,0.057494866529774126,5.556603186626843,0.20075029516443568,24894,1
53213,88074,13,0.025490196078431372,2.649467551345784,0.10264993691071991,28582,1
53213,47679,8,0.01646090534979424,1.6952714626897567,0.09441751090859465,15213,1
53213,77830,10,0.02145922746781116,2.595550266196399,0.24166005256230821,6915,1
53213,6002,4,0.008639308855291577,0.9885517378891135,0.0706050774321565,2766,1
53213,112476,26,0.05019305019305019,5.4658106833746,0.2545731541173193,38263,1
53213,129410,35,0.06986027944111776,8.48214225696796,0.6063132611320144,34575,1
53213,85451,32,0.05545927209705372,7.173552890630593,0.3979274233060025,68228,1
53213,3952,52,0.10833333333333334,13.541748464038095,1.3285397220884805,32731,1
53213,68018,130,0.2674897119341564,29.642183927112487,1.8306025960227796,71455,1
53213,81251,62,0.12326043737574553,13.835272673220112,0.7937832515537309,47944,1
53213,61461,32,0.06201550387596899,6.7349114060666375,0.30955118704461193,40107,1
53213,13739,57,0.10017574692442882,12.131660614655358,0.5798325406197856,76065,1
53213,386,44,0.0944206008583691,9.878917607668972,0.5419519105139994,22589,1
53213,101751,47,0.10085836909871244,10.520834975803714,0.5745788017563161,23972,1
53213,64296,6,0.012958963282937365,2.168326192211624,0.39259259259259255,3688,1
53213,114867,21,0.04516129032258064,4.54028696395308,0.2303550342230321,11525,1
53213,92240,30,0.06437768240343347,6.630748411432958,0.34617163061255807,16135,1
53213,95941,16,0.034334763948497854,3.926816440704955,0.3198269620407922,9681,1
53213,74591,29,0.06263498920086392,7.194679723885136,0.543654215902468,14291,1
53213,28210,40,0.07827788649706457,9.406673515453543,0.6781721522979464,41490,1
53213,77179,17,0.03177570093457944,3.977325002115249,0.27721627541063254,41951,1
53213,115666,9,0.016666666666666666,2.3569882054796265,0.22449271019883105,40568,1
53213,75223,131,0.22664359861591696,29.464616535471695,1.7394720541047546,114328,1
53213,99361,48,0.10300429184549356,10.777499196006854,0.5936441936321556,24433,1
53213,75171,23,0.045364891518737675,5.200593679715264,0.32435721645890203,31809,1
53213,91658,7,0.01511879049676026,2.4142095080913517,0.4171197793538219,4149,1
53213,118039,20,0.04184100418410042,6.095194921154119,0.8501896309988786,17057,1
53213,126834,30,0.06134969325153374,6.783358404034585,0.39980919676352566,26738,1
53213,5519,14,0.030042918454935622,3.8401343677947235,0.42381061284238986,8759,1
53213,115425,13,0.02702702702702703,3.0477957859890386,0.21833772322533374,15213,1
53213,86460,7,0.013725490196078431,1.6409455449537471,0.13119685575678292,25816,1
53213,84886,32,0.06680584551148225,7.039074818634283,0.37093577994632415,23050,1
53213,83674,45,0.08737864077669903,10.12555684687333,0.5628885497625882,45639,1
53213,111211,45,0.09278350515463918,10.277253905795236,0.6485814696119756,31809,1
53213,40855,45,0.08653846153846154,9.8964596498208,0.5343115443529354,47944,1
53213,178,17,0.036637931034482756,4.083604176549748,0.32159805800073143,9220,1
53213,105437,10,0.020833333333333332,2.535231706699053,0.22024151247007961,13369,1
53213,124094,30,0.06465517241379311,7.4383760624402155,0.5578672529657659,15213,1
53213,76749,104,0.2208067940552017,25.27584145325062,2.070708858891072,52554,1
53213,28977,32,0.06852248394004283,8.107899346089223,0.6613929863771132,17518,1
53213,60975,96,0.19238476953907815,21.861572903559818,1.3378913522526852,61774,1
53213,53569,27,0.05793991416309013,5.975778137896171,0.3262748319190727,14752,1
53213,2839,66,0.1252371916508539,13.941929158718386,0.6684579751818998,60852,1
53213,45053,11,0.023706896551724137,3.718672646836808,0.6023268553814829,6454,1
53213,69977,33,0.06790123456790123,7.360541804918006,0.4011329616384129,26738,1
53213,111161,116,0.17737003058103976,26.216941478854046,1.57018690741928,142449,1
53213,80218,23,0.048728813559322036,5.320823962365474,0.3485990310882364,15674,1
53213,132927,33,0.06962025316455696,7.371178222677104,0.4135302774340206,21206,1
53213,13121,31,0.06623931623931624,7.716775490741003,0.5853461224364797,17518,1
53213,109056,18,0.038876889848812095,3.7881068856199622,0.19488572134601828,9220,1
53213,94526,3,0.006493506493506494,0.8365316205061887,0.08464285714285714,1844,1
53213,128213,95,0.20212765957446807,22.001677365675956,1.4212940779482082,47944,1
53213,116973,30,0.06451612903225806,7.3938390982303055,0.545661402615537,15674,1
53213,62604,44,0.08906882591093117,9.143320022287915,0.41137832471430286,35497,1
53213,43160,112,0.20550458715596331,25.766181584948754,1.6209493641503225,90356,1
53213,111908,39,0.07692307692307693,8.073917619418257,0.36229452374213994,39185,1
53213,89732,134,0.20775193798449612,30.187289611459864,1.7885167174926266,146598,1
53213,36456,12,0.02591792656587473,4.097595828526759,0.6737554268100543,6454,1
53213,121026,35,0.06591337099811675,7.743587671457774,0.41473385051431144,48405,1
53213,126982,9,0.019313304721030045,2.2055500924709412,0.19283059331644228,6454,1
53213,74224,14,0.028985507246376812,3.409043746542898,0.3108057831737944,16596,1
53213,23752,9,0.019230769230769232,2.284578599869621,0.22683431438739343,7376,1
53213,91541,18,0.037267080745341616,3.70418333223608,0.1467065543072406,18440,1
53213,82130,20,0.038910505836575876,4.124179393132872,0.17361326301728455,33653,1
53213,37292,8,0.017241379310344827,1.8911194217552563,0.14782385498150127,5071,1
53213,76948,3,0.006493506493506494,0.8968696479405749,0.11189024390243903,1844,1
53213,96817,27,0.05056179775280899,5.889261055501303,0.30374584453962583,46100,1
53213,79055,10,0.021551724137931036,3.3438203958493897,0.5325143149807073,5993,1
53213,41918,21,0.04061895551257253,5.310553901112362,0.48085900170209445,35497,1
53213,10341,32,0.058823529411764705,6.454100890921971,0.2563038361437416,53015,1
53213,128262,16,0.032520325203252036,3.6985672151501596,0.26432182450582176,21667,1
53213,29845,46,0.09871244635193133,10.34125174128735,0.5687604003874692,23511,1
53213,38109,151,0.21820809248554912,34.863820074415955,2.320833808830385,176102,1
53213,9442,11,0.023706896551724137,3.7446397046619984,0.6149318973982896,6454,1
53213,8775,40,0.07380073800738007,9.35374072972846,0.6681844275011664,55781,1
53213,126052,4,0.008032128514056224,1.6164810467397195,0.3613095238095238,18901,1
53213,72380,23,0.04791666666666667,4.944105689920514,0.25688664947034673,19362,1
53213,95822,56,0.1044776119402985,13.326720400186336,0.9907695066861538,60391,1
53213,58254,34,0.07142857142857142,7.4823051601805854,0.40524397607956153,22589,1
53213,26503,34,0.06415094339622641,7.469795860046535,0.40184896756647753,47483,1
53213,90592,99,0.20245398773006135,22.865283081354022,1.4549163999377175,58547,1
53213,71507,31,0.06300813008130081,6.546236290985732,0.3094862830665651,28582,1
53213,39659,47,0.08499095840867993,11.568234141756182,1.0428506350433058,64079,1
53213,50122,28,0.05725971370143149,5.849217364987083,0.2785232536162594,25816,1
53213,129852,17,0.036093418259023353,4.0973684918708475,0.33219652104034053,12447,1
53213,119697,30,0.059880239520958084,7.443470561659487,0.5614118409466204,32270,1
53213,18314,156,0.26262626262626265,36.55340763023032,2.4914824815740593,133229,1
53213,7212,13,0.027139874739039668,2.90637814702578,0.1731859583040386,14291,1
53213,83172,32,0.06911447084233262,6.9601690391308635,0.36172667903800965,15674,1
53213,57,11,0.023404255319148935,2.702138104754488,0.2338215649791555,9220,1
53213,111942,30,0.05870841487279843,6.39907512871966,0.29882795063179596,36880,1
53213,58749,60,0.11070110701107011,14.171733553057184,0.9787970312027194,65001,1
53213,72216,52,0.1,11.892974859116249,0.7329827801221803,51171,1
53213,111709,57,0.10919540229885058,11.924645539147745,0.5500334703269151,54398,1
53213,88948,33,0.06693711967545639,7.307206683930735,0.4071860018034571,29965,1
53213,31883,8,0.01702127659574468,2.762241366028217,0.4538914989478193,7837,1
53213,77959,87,0.174,21.014086606927503,1.5835590850672667,58086,1
53213,8303,20,0.03875968992248062,4.446078739271231,0.24857607077001065,34575,1
53213,60760,32,0.0622568093385214,7.13218079534267,0.3917507920290036,39185,1
53213,126847,8,0.016666666666666666,1.8991542598685016,0.13068209460740018,12447,1
53213,73143,28,0.05982905982905983,6.99182980435807,0.5366173123288704,16135,1
53213,118013,37,0.07505070993914807,7.933143353659344,0.3873833267310145,31809,1
53213,58401,9,0.01768172888015717,1.9744955217625477,0.10165184562891903,26277,1
53213,10976,107,0.19349005424954793,24.483296076237533,1.53185627618487,91739,1
53213,103407,31,0.05772811918063315,6.495323343754188,0.3001487654754179,49327,1
53213,91025,9,0.018036072144288578,2.216234471125132,0.17482012810666303,21667,1
53213,99324,32,0.056239015817223195,6.879190513426974,0.3978354933578439,64540,1
53213,130997,43,0.06615384615384616,10.128822383312825,0.7107000489131892,106952,1
53213,116758,29,0.06236559139784946,7.1535119228575,0.5275558352012139,15213,1
53213,34387,31,0.055456171735241505,6.566179722697472,0.31555712760832827,59469,1
53213,104802,57,0.11067961165048544,12.713836187565365,0.7678391127004742,51171,1
53213,50163,13,0.02574257425742574,3.250979747761248,0.31149651475829504,26277,1
53213,42551,85,0.18046709129511676,20.338889542904287,1.6450714888954567,43795,1
53213,24394,13,0.02795698924731183,3.634025450995807,0.39892940346947375,7837,1
53213,28224,16,0.03278688524590164,3.534831758021233,0.19319104585110264,19823,1
53213,56266,13,0.026262626262626262,4.206419578717529,0.6572726090937455,21667,1
53213,55066,21,0.045064377682403435,4.6781120884736875,0.2741078296284736,11986,1
53213,63946,33,0.06521739130434782,7.300933853168653,0.4244378818322529,35958,1
53213,4459,13,0.026584867075664622,3.1391283789034765,0.2559446422479305,18901,1
53213,75616,46,0.09387755102040816,10.346325806743186,0.5706888956092385,34575,1
53213,118133,24,0.04669260700389105,5.245404257782357,0.27131176039718424,35497,1
53213,88881,5,0.010395010395010396,1.641844925938074,0.30747377501725326,11525,1
53213,38670,83,0.17184265010351968,19.04749735973362,1.198574743961056,48405,1
53213,131813,90,0.16666666666666666,19.540045623934805,1.0396414905048215,77909,1
53213,102795,17,0.034274193548387094,4.145953359384591,0.36081730201041023,23972,1
53213,76946,18,0.03665987780040733,5.618000095870284,1.046279880196011,22128,1
53213,122813,38,0.08137044967880086,10.358775109533143,1.0903457416303046,20284,1
53213,35777,66,0.12429378531073447,16.833141956443036,1.5106117608135776,62696,1
53213,126152,10,0.02079002079002079,2.0929351363564335,0.09596920082188978,13830,1
53213,117734,25,0.048355899419729204,5.566621161030939,0.3361088270664782,37341,1
53213,38898,18,0.03734439834024896,4.0035629324333835,0.23631439516837244,17979,1
53213,42067,11,0.023554603854389723,3.9209070382207294,0.6791662242225445,7837,1
53213,81477,35,0.07399577167019028,7.58539146506144,0.43039731341774357,21667,1
53213,25588,35,0.06578947368421052,7.452981085112237,0.36270851391613984,48866,1
53213,106497,44,0.06875,10.177824070028334,0.6607096684113019,102803,1
53213,122899,8,0.017094017094017096,1.7961075996958829,0.09915460021365029,6915,1
53213,131315,32,0.06694560669456066,6.488281134459736,0.2552005718265558,22589,1
53213,115062,28,0.056,6.6634144298813265,0.48956084766402874,30887,1
53213,129538,28,0.05907172995780591,7.068854514267179,0.6502611479148602,18901,1
53213,116126,28,0.053742802303262956,6.597741957363143,0.5232717037333686,40568,1
53213,78671,23,0.04151624548736462,4.797212649628433,0.20668077272864815,53476,1
53213,129355,40,0.0847457627118644,9.579942379068829,0.765730866934561,23511,1
53213,2633,42,0.08588957055214724,9.358319492104073,0.5059055528138153,32270,1
53213,96233,17,0.03441295546558704,3.7784426329891696,0.22021363688487725,23050,1
53213,101863,46,0.09484536082474226,10.251906783512844,0.5516108266875006,32270,1
53213,128027,10,0.0211864406779661,2.5262239131714725,0.23296899416595906,9681,1
53213,124741,122,0.21291448516579406,27.62394041740898,1.6439501428796477,107874,1
53213,118929,38,0.07630522088353414,8.508314930655,0.48316584274618996,34575,1
53213,16019,34,0.06854838709677419,7.6526630766671255,0.43792117047868573,31809,1
53213,93544,42,0.08842105263157894,9.119806335234463,0.47656848054668577,25816,1
53213,60308,104,0.21224489795918366,24.21405312853986,1.6115258039308067,61313,1
53213,72580,10,0.021551724137931036,3.3438203958493897,0.5325143149807073,5993,1
53213,43470,5,0.010822510822510822,1.1112519898132003,0.06399281338305729,2766,1
53213,40170,61,0.10016420361247948,13.085684246393614,0.6397888902934369,96349,1
53213,38264,40,0.08281573498964803,9.10635055772452,0.5212611464732945,28582,1
53213,5335,90,0.17892644135188868,20.752188371185078,1.3287946727460944,60852,1
53213,124956,12,0.022388059701492536,2.7847851992737844,0.1902533381552875,40107,1
53213,35666,35,0.0755939524838013,7.801339546132739,0.43842401517750107,17057,1
53213,79069,39,0.07926829268292683,8.289726418405957,0.41540356280487833,32270,1
53213,47432,23,0.04852320675105485,4.9184337817557795,0.23487313438725205,16596,1
53213,49486,35,0.06294964028776978,7.709916879441767,0.4070461416966591,59930,1
53213,65337,88,0.15492957746478872,21.438184684529112,1.643911537571407,89895,1
53213,47968,154,0.27848101265822783,36.08365193662668,2.441093258658564,113406,1
53213,41212,16,0.034261241970021415,3.3645147542975042,0.17426998197545618,10142,1
53213,115260,26,0.05591397849462366,5.4654660261613675,0.26735308023971227,13830,1
53213,60957,34,0.059130434782608696,7.779010507010149,0.5516382769443462,68228,1
53213,88930,15,0.032327586206896554,3.623279605652232,0.29274261824303605,8298,1
53213,18035,19,0.03991596638655462,4.629960749469079,0.38552242107139606,15674,1
53213,83319,44,0.08906882591093117,10.102922216249414,0.6769794635026304,35497,1
53213,96459,45,0.09202453987730061,10.051009567472677,0.5465392960471791,33653,1
53213,45163,67,0.1213768115942029,14.225227665928509,0.6626363866975022,72838,1
53213,94357,54,0.11320754716981132,12.419919172985672,0.7900369903376013,32270,1
53213,113663,78,0.156,17.46633070647657,0.988699578641393,53937,1
53213,104103,33,0.06653225806451613,7.294741860736833,0.3963417573515267,31348,1
53213,110994,22,0.042884990253411304,4.776170831468133,0.24521261060234936,34114,1
53213,34200,24,0.0427807486631016,5.518641615739061,0.3567022922627695,57164,1
53213,8583,75,0.15030060120240482,17.21503536223403,1.1424461528315029,52093,1
53213,13453,15,0.030864197530864196,4.049411038623454,0.44751856927420136,18440,1
53213,85778,43,0.09207708779443255,10.840165123681771,0.9085844550727779,22589,1
53213,80015,25,0.05353319057815846,5.364777439718749,0.28402561678337346,14291,1
53213,24139,11,0.023655913978494623,3.100061537904815,0.3495089735711811,6915,1
53213,18984,76,0.1532258064516129,17.581218482824273,1.1241256560889399,51171,1
53213,70686,13,0.02594810379241517,2.6389922862736808,0.10778720055325691,24433,1
53213,95255,51,0.10944206008583691,11.767699668141647,0.7460540293765016,25816,1
53213,91969,22,0.04435483870967742,4.967066747105935,0.3200727523310921,26277,1
53213,89194,41,0.08384458077709611,9.21536070059857,0.5117539430401623,31809,1
53213,109084,23,0.04742268041237113,4.688440166698496,0.19135958024613206,21667,1
53213,34893,49,0.1,11.006158161297119,0.6076532398209694,35958,1
53213,34265,56,0.11522633744855967,14.206603598360804,1.2467784004502775,37341,1
53213,38969,30,0.06451612903225806,7.484743292886562,0.5734180649698865,15674,1
53213,45183,27,0.05708245243128964,5.684603934326991,0.285973924803953,17979,1
53213,68327,25,0.053418803418803416,5.557135890673123,0.34012101421813645,14752,1
53213,14006,31,0.06623931623931624,6.8300932894464905,0.3595668387791903,17518,1
53213,51459,32,0.06504065040650407,7.2544606912885525,0.42474795885274297,29043,1
53213,103706,25,0.05263157894736842,5.36464423142883,0.2821886288864778,17979,1
53213,88283,48,0.08971962616822429,9.756187233140768,0.3870695259035509,56242,1
53213,95036,66,0.10963455149501661,14.881377153695693,0.9026175881303939,95427,1
53213,20852,25,0.05230125523012552,5.102700235680718,0.21563091360484649,19362,1
53213,82009,46,0.09055118110236221,11.104823992327344,0.7941969687915733,42873,1
53213,111271,23,0.045454545454545456,4.738866517769346,0.20639842457086555,31348,1
53213,43303,24,0.04642166344294004,5.174114956916479,0.2579591124121868,36880,1
53213,76071,33,0.062146892655367235,8.040211685141397,0.5935071211376277,47483,1
53213,85990,37,0.07254901960784314,8.173903945386382,0.43503542407114687,39646,1
53213,91318,14,0.029350104821802937,3.578132984160513,0.3226492616923601,13830,1
53213,117350,116,0.21682242990654205,26.432738072666076,1.6009184422404117,87590,1
53213,37290,5,0.01079913606911447,1.030513157143451,0.04505254196839948,3227,1
53213,49747,45,0.09183673469387756,10.193931363120898,0.5772865397263343,34114,1
53213,72960,23,0.04956896551724138,4.951435537022065,0.2596163785602256,11986,1
53213,119178,30,0.060851926977687626,6.552938886959001,0.3487273940999685,28582,1
53213,69090,22,0.03935599284436494,4.689752045709667,0.22727439995194357,55320,1
53213,117616,27,0.05806451612903226,6.62557906021292,0.4789693227655624,14291,1
53213,91586,99,0.18065693430656934,22.38839432796567,1.3544750720565923,85746,1
53213,27331,46,0.09484536082474226,10.331264593294394,0.5676708307013271,32270,1
53213,116404,14,0.029661016949152543,3.4723112537666836,0.28962991770581686,11525,1
53213,50475,14,0.029661016949152543,3.4416191454445655,0.28374230595613614,11525,1
53213,92927,30,0.06369426751592357,6.237567770420692,0.2755940329651063,18440,1
53213,44323,29,0.06209850107066381,6.332796403141958,0.3330164119314931,16135,1
53213,53998,32,0.060836501901140684,7.01993368521874,0.3718063057456444,44717,1
53213,13109,24,0.05042016806722689,5.578976289154903,0.41884353039224714,17979,1
53213,3028,19,0.0407725321888412,4.671510226501996,0.41940512146382647,11064,1
53213,97841,8,0.016227180527383367,1.7319226373426162,0.08551508269185026,18440,1
53213,14956,32,0.061068702290076333,6.840911283572707,0.32908585366134047,43795,1
53213,31117,13,0.02795698924731183,3.626408827571102,0.3969910433221584,7837,1
53213,113446,10,0.0211864406779661,2.1237050299523452,0.10247777179348004,9681,1
53213,85740,25,0.04038772213247173,5.770552266334957,0.4188576217281695,84363,1
53213,112500,12,0.02586206896551724,2.4986980645135555,0.10895794279010958,6915,1
53213,54681,32,0.053691275167785234,7.047768176342855,0.3719162928381207,76987,1
53213,49944,48,0.09795918367346938,10.800675888717002,0.5999109820787117,35497,1
53213,118312,8,0.017241379310344827,2.0365752548191414,0.17804396267465075,5071,1
53213,35978,16,0.03389830508474576,3.9920631318239845,0.3504013056277,12447,1
53213,114804,35,0.068359375,7.705521678989718,0.4060565325922553,39646,1
53213,127225,19,0.0405982905982906,3.882149386887013,0.17000653423278864,11986,1
53213,99870,56,0.11451942740286299,12.340016358672303,0.6851172069241535,38724,1
53213,35550,31,0.04866562009419152,6.408331445624826,0.2815014892934483,95427,1
53213,90402,124,0.19745222929936307,28.34187068816235,1.8244661953902526,134151,1
53213,80477,7,0.014925373134328358,1.553416614775508,0.08449912209928323,6915,1
53213,45541,40,0.08492569002123142,8.783030678815475,0.4713519233560803,23050,1
53213,49737,14,0.02734375,3.2406676262484857,0.22092653049205246,29965,1
